source_partner_source,source_partner_id,source_partner_name,source_credit_code,target_partner_key,target_legacy_partner_id,target_partner_name,match_method,customer_fact,supplier_fact,review_flags
company_supplier,11657500941f4cd092daa7619f5f3848,德阳开发区华强照明配送经营部,91510600MA65NL4P53,,,,unmatched,0,1,multiple_xlsx_name_matches
company_supplier,11672d04c2ec49b892bdec3f15edd4bc,中江县宏钰页岩砖制造有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,11901ba4394a4e2fa48278a6ea17c9b2,共管账户（苍溪六标段）,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,129e0b55cdbe47289d510c0a66f80fc3,成都鑫邦电气设备有限公司,91510182MA62PH8X36,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,12a00ee2ae264528bcf7d8fcde10bfda,成都龙合钢铁有限公司,91510106MA62NHLT2A,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,130123393cb94cdcab10e63ef08f7465,德阳市金庆物资有限公司,9151060009672423XN,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,13472112482f489594ff24cb05c0c818,德阳市区彤宁租赁服务部,92510600MA63TN4P1Y,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1349025b124f4048af743ac1e85e1564,中江县南华镇金宏机械租赁经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,13658b25b2644cd580095110e4ca311d,德阳市区鼎力建材租赁站,92510600MA666B5P25,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1389b8a3be004f63a84f1bc3e9fd72df,罗江区熙宸五金店,92510626MA633WER42,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,13cbd79f21bf4310a8382449ed2314be,青白江欧亿达机电设备经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1429ed0d947149f8b5fcbbfaa65ae71b,双慧陶瓷有限公司,91511526MA629JUX1L,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1450125e15d746d78febf5468b475cc4,广汉市丰众建材经营部,92510681MA67M6027F,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,14e2c6fc5bb84eae8b6ab4bb62cb596e,杭州凯悦物资有限公司,91330103759538906R,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,14fb26b653cc41919f7358d90e628c92,德阳明中商贸有限公司,91510600MA6236847,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,15029bb321254f6db3930fd6144d5e15,四川福瑞达建筑劳务有限公司,91510600MA62366X08,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,15297d46ce634f8e8abd9c03823e2770,黄明辉（劳务）,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,15ac8de1293b42c1b4c24146a0572e13,天府新区成都片区华阳礼朋汇友园林机械经营部,92510100MA6DEQ7T9D,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,165694ebef804f1a91e8611f94d3eb65,成都市玺金建筑劳务有限公司,91510112MA6CL5KH3P,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,17c6a185bd1f4f81811f2818461b50b7,高新技术产业开发区优雅建材商行,92500107MA5UAC481A,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,17feb7b441b0470c9336bd1d1835d331,旌阳区瑞洋机电建材经营部,,,,,unmatched,0,1,multiple_xlsx_name_matches
company_supplier,1808a5d6ac8642c8a64ec27c5d021bc4,四川业峰管业有限公司,91510600560749706R,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,18d467ef575a403f93683f6c7de7728e,绵阳市安州区宝林印盒砖厂,91510724708973238H,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,193ae8cd382a4e91be55a6c1bd72c8b9,广元市煊鑫商贸有限公司,91510812326995423D,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,196a0b42f1ce45d48ddd17c7b494bbdb,德阳市兴华机电自动化设备厂,915106006208533544,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,19758b32e66f451594c04c944759037f,广汉市万顺水泥制品经营部,92510681MA658MEN3R,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1a5dd216b0f548d282ae6c0f99a33e7d,马边众诚运输有限责任公司,91511133MA683KL42X,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1a6fae79a04f496daff3113da2817138,成华区嘉丰建材展销部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1b0247a901b04efb96a7157198beaa5e,成都跑的快物流有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1b679800ebe54fe895b97c544d985897,中江县测绘所,91510623714457387F,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1ba15e34df8f4891ba05e1077a53e461,成都鸿鑫旺建材有限公司,91510106MA6C5THDXN,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1bcdd05805c546579b1caafaf1d4ff54,中江县南华镇鑫旅汽车装饰美容中心,92510623MA6B8RLT6M,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1caff97de812476ba515670c72deacd0,郫都区华君石材经营部,92510124L59712515E,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1cdf33dca75f4b888a927a63ae57f736,临沂市兰山区君顺板材厂,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1dff95f7e0d24d07ae5281c0bcf98d74,广州长大五金机电有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1e2d1d24b1db4e70a01cd444b4fa5a21,四川治浩建材有限公司,91510623MA62383X7M,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1eea8b5a77bd44ba88b78a69bde673e8,旌阳区美奇门窗加工部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1f12b5e9857148bbaaf6fc5331fb1eed,西昌市金新建材有限责任公司,91513401MA62H71324,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1f613900c4b042f997c308baa2fe71d3,旌阳区雷盾电动门维修经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,1f93304fd7f2468d8da9edde2e70c5a0,四川玖通志恒建设工程有限公司,91510104MA6AJ0GF5F,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2019ae510fe24f3b93f606ec07a03ef0,成都市雨涵装饰装修有限公司,915101043320145138,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,215967becf494503927f1d93ed6d94c8,旌阳区三元建材经营部,510602196710130495,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,218fd30b2e7346c3872f92f9244d597c,彭州市振勋琉璃陶瓷有限公司,91510182357987282G,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,21cc9192bfa945a9a3601434c08f49b8,旌阳区欣业建材经营部,92510603MA683E8A2P,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,21d87eff83164172a5d6c4d50ce93d9f,广元市德瑞混凝土有限公司,915108125582224389,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2219fb77bb0a4dc29fa878e5a68459ab,四川鹏磊石业有限公司,915106810667689367,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,22a5548f13f34d82818d7dd1a4f889dd,中江县龙腾建材有限责任公司,9151062366957177XX,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,22b4340994c54ac79074971a34152d61,四川同君招标代理有限责任公司,91510703309356566H,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,238cf0368fcb44098e45c0769dfa649a,德阳金明联合装饰有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,23947af805c84e6a85de747398ab4fa8,德阳市御龙塑料编织厂,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,243f887205fa431081b2b14d35b94ff3,苍溪县梨博园加油站,91510824560735195C,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2444fb1d50ee459aaaecb04d0057a46e,布拖县三丰机械设备租赁有限公司,91513429MA66F6QY52,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2472f520d24a41e8af341ff87aff8b20,江油市太平镇红运装饰店（王飞）,92510781MA6596AU75,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,248e40f0b3ad4824936c01569bd83e1d,德阳市区小贾筛网经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,25aec1acf67a46bc849b445a6475035a,德阳市区五金建材经营部,92510600MA623AWM7C,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,26253092b4b94d75b2efa49d9e538674,德阳市国蓉钢木家具厂,91510603771650570H,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,26f225b2670f4d5c8e133a27bb18ef66,德阳市区林森木材有限公司,91510600MA62355F49,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,27fe7b7c071247bba075bc1fe6c8c0c3,永川区清山绿水建材经营部,92500118MA6115MR9X,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,288d1a1bab054013b628dc2c6669832f,德阳市区雷士照明器材经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,289f273dea3c4778858a287121b2a7ea,旌阳区筑力建材经营部,92510603MA63M6T870,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,28e2f0cc933d44f89447db66320bbea6,铜梁区春林建筑设备租赁站,92500224MA5UBF3B34,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,295a3d9c0df3421585d84ea9e5949dcb,成都春天来了建材有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2a58e68966a845399b9bfacc06830f96,四川奕勤装饰科技有限公司,91510600MA64RL5AXD,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2bcce043e92b40ff9e0bff4decef044b,中江鑫合龙建材有限公司,9150623MA65FY3KX3,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2c238535df704b6898adfa4920fcab5f,四川省鸿鑫林商贸有限公司,915101063505547323,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2d131af2a9fe4639b56073fd164fbcce,德阳市宏冈机械设备制造有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2d2ca6458b594b0785fc798adf07d163,四川宏大宏保温建材有限公司,91511403MAACFCFW8B,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2dbae6ddbd094c75961f514291bc3864,成都鑫城瑞达金属材料有限公司,91510107MA65RJ0F48,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2f619070477141ef83a6e85f712a67ac,德阳市众汇恒通贸易有限公司,91510600314526937Q,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2f6e91751b1e40ec812ad9b23b579f5f,广元市德瑞混凝土有限责任公司,915108125582224389,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2f79b7138d1b4c3ca705e9353f0ded14,攀枝花市仁和区盘古不锈钢装饰部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,2faccfcab4a04b3a91e73ed7b4f46a2f,雅安市正宏石材有限公司,91511802MA67XAT49J,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,300104ba6c7646e4af9687901af7b82a,成都常青腾新型建材有限公司,91510124077690492C,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3027db98a36242f88d8b3ea55818fd05,广西河池宜福木业有限公司,914512817884207471,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,30412521b94343d99d421ad9328f4c17,四川科一林广告装饰有限公司,91510600MA6230R917,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,30708eaca72f4935bd05ea7ed28ff19a,四川省施睿商贸有限公司,9151060079184222XR,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,32dd6f20f156412d85d0f27aef478287,中江和亿建材有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,334631a926fa44268690cb7870d4c454,铜梁区启胜工程机械设备租赁部,92500224MA5YP8EUXM,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,335ec7a078fa4c85a3961d2ee2d0b844,重庆笃信工程造价咨询有限公司,91500103202808091K,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,33af1626e6c14a92b61d935824b029f9,广汉市万康建材经营部,92510681MA68KB2070,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,33ce4fb6e1714effaea4d4fd2979539c,德阳市明鸿混凝土有限公司,915106006841873701,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,34e0ed14d1034ab1b2e561ab0867cfe7,重庆新嵘帆交通设施制造有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,34fe309e873340c9a1f98801097b1941,梅州市南粤道路工程有限公司,914414246924545208,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,350ccc5e1dab4f3eaff208eb08df24e7,成都潮锦嘉业贸易有限公司,91510108MA61XXN211,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,359c3a25812645e69f04d96ad27afbbc,德阳市区四叶草泰升防水建材经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3611cdd22bdf45228fbd39266aa9b16c,成都阿城非融资性担保有限公司,915101845644897291,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3683a6185fa2449696295b985c4737e6,绵阳市红杰建材有限公司,91510703687915038P,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,36e7318d61004505a1698fcb11876a66,江油格致建材有限公司,91510781MA62YQ6124,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,376d990efbd542798552b8e2ba2b05f0,两江新区翔毅超建材经营部,92500000MA5ULP3L76,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,37fe13983a324fbc9348cec2788c9205,德阳市联丰砖厂,91510626MA6CJGUK01,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,388f35575ff9429e80172d6e51d3ff28,德阳市区德隆消防器材销售维修部,92510600MA623A038X,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,39a9627d08ab4fa8bf2b316d566b5359,中江县玉兴镇张氏机械租赁部,92510623MA69Q5Q31B,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3a0f7eb989eb4d0382afd8e708b79715,蒲江县大兴镇锦通建材门市（李超）,92510131L54472268P,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3a786ffc08964eeaa2ddb28cc5155433,德阳欧意安全防范设备制造有限公司,91510600717544363E,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3bb687691ed9458da2606d421c6ba66f,四川钰萌光电科技有限公司,91510800MA6252XJ85,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3d07e04a406447b2b129afa294ed8eee,金阳县和锐石油有限责任公司城南加油站,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3d6d0b3c5cbb4e68ab862380a6a8589e,旌阳区盛行办公设备经营部,92510603MA6239GX25,,,,unmatched,0,1,multiple_xlsx_name_matches
company_supplier,3da865fb7a46457aaff7d6ad35b559f1,西藏胜成劳务有限公司,91540195MA6T57YM7Q,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3ddd2abee8084cde95c21676c0f09557,绵阳浩瀚宇天建材有限公司,91510703MA6335GTXK,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3e803044466e43a78c88acb8ba7777b7,四川比耐斯管业有限公司,915106825775955636,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3f938de11e5c4411980862f1bfffd083,广州市鸿磊混凝土有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,3f997cdcc6374ca6bcb33e669ffa60c6,青海徽韵坊商贸有限公司,91633100MA753EHK0E,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,40a2349dbc7a42e6a5fd25ab2cf03172,成都进民商贸有限公司,91510106MA6CRTC87U,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,40d44957eebd4216b1f4492f0990c042,成都虹润制漆有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,40f9cd7ec3bf460bab0d36b146dcd4fd,四川金宏源建设实业有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,413091a6908b452c897dd3ec302388d4,成都德立胜环保技术有限公司,91510107MA61R81Q7X,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,414b6bc91b8540b09001150d9b2f23f0,成都市禾广贸易有限公司,91510108MA690WC77W,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,416cd14f14194f76a17a5ba2a1e7cae9,中江县永兴镇杰竣建材经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,41e06012992b4c9689f83feabdac4e36,旌阳区精瑞特种门窗厂,92510603MA623BX499,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,41f5ba9fc1a34f1bb738456983ccfaa5,四川安勃劳务有限公司,91510600MA63ME8E48,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,43e0630f8a9240829b9f0a8117794235,德阳通安公路路面工程有限公司,91510600060324808Y,,,,unmatched,1,1,no_xlsx_base_match
company_supplier,448c2dde85334c3fa9fb6a3af3b786ad,德阳市小兰建材经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4501795e7208495cb7766abb5e8b9665,广西来宾市耐美木业有限公司,91451300321800738K,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,452f38fe0f8d4d01b8fcd5caa609f4c0,德阳市区湘邵建材劳保防水材料经营部,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,45b2f2c1ea594df5b9bfcd043da342a3,四川卓通新型节能建材有限公司,91510681MA620QBF3L,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,466e7308b1b3494da9f1a4a78b0eb009,布拖县兴达砂石制品有限公司,91513429MA63LQ3F8M,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,469d230978d64a4ebff0b375031de61b,华安财产保险股份有限公司重庆分公司合川中心支公司,9150011705986126XN,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,46d8ebee56d545519d3ba6ce97125e2d,旌阳区万胜五金经营部,92510603MA649UEX1C,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4707a354188d4b2886ef12ba76f492a5,四川欧氏居装饰设计工程有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,47855fc26d7048c8ae030b5069478de2,重庆瓷语建筑劳务有限公司,91500000MA60F10Q51,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,47b5a6f9bf704ae7834cd022c6856bd3,德阳市区中通钢绳批发部,92510600MA63M51T85,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,482a785af71b4472b6526e4d9372e0d2,四川宏旭建材有限公司,91510623071423668P,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,494464860dc1484480988c41d2411b39,旌阳区中钧建材经营部,92510603MA6536MR6U,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,499eb3b0dbe44dcdbda2413854356f71,海湾安全技术有限公司,911303001053734526,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4a41035f5c5745d98b311dc9464d3c7d,成都辉腾木业有限公司,91510113MA64GCYP2N,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4a52aa5c222a4f09ad590a49fc26c164,四川岷远欣工贸有限公司,91510411MA6212QR77,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4a6da401107b4bef81330c99f3b49128,南充市联创建材有限公司,91511300327085675H,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4ad9d63c03fd4ddd82a87a194b51cceb,重庆市铜梁区凯源建材销售有限公司,91500224MA5UJE7C8D,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4b5da1047204406a8251bf934817df29,四川顺红博物流有限公司,91510682MA6BPG382T,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4b88a3e3eb8e479581140871f881e65f,罗江县龙继春建材经营部,92510626MA62EY7H2W,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4baeea7819c140a3b1658c7ed5bd2b4d,四川盛泽新材料科技有限公司,915101063956215488,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4c875cbd1b414d9788ee001a5cf32b04,众尚建（重庆）建设工程有限公司,91500107MA5UT5750H,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4c888a4066f6448cb2755e339c87579a,中山市高云园林有限公司,91442000MA4UL45J4C,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4ccc14d7ba734986b0aae3ebf5f8eb59,成都市展鑫商贸有限公司,91510114558954989E,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4dd88ae6f3d9493086ec9005a7fec6f9,广汉市张波机械租赁部,92510681MA699D22XR,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4e053f1d323f4e56b7dba4f946e0d45d,九龙坡区新乾之邦木材经营部,92500107MA5YP57X1T,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4e1e6c731e60457fb43fd2e01f190833,石棉县锦鸿通建材经营部,92511824MA649L0679,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4e451eff76344994bb9ef48dce304917,泊头市宁鸿景业金属制品有限公司,91130981MA0FHTJM3X,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4e81f3ebd82f4e709bc899738a9febce,乐山市市中区广鸣门窗经营部,92511102MA63U2B,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4e8447ec203b4769980c122d55189354,成都旭日华美科技有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4ea1a39867da4583ae301eca1567b1b2,中国大地财产保险股份有限公司德阳分公司,915100007566065479,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4ec7950650e64d0298a6f8d6d600e908,重庆骁雍建筑劳务有限公司,91500226MA608JW15W,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4ed6bab8fff14ae6bbe4dd41b7101bea,剑阁县巧匠劳务有限公司,91510823MA6258Q63J,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4f75ca46a5f84166913f07d0542ce1b3,广元市利州区精美广告设计制作部,92510802MA67E3CB5P,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4fbdffc4284a4c22aa8e2c0729bbea74,四川方碧园钢结构制造有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,4fd4563943bf4d6a89eb71d9f638d1c0,四川省世纪泓光科技有限公司,,,,,unmatched,0,1,no_xlsx_base_match
company_supplier,5015acd215604cfeb51ef3dd19531fa2,德阳市纪祥门窗有限公司,91510600595082243P,,,,unmatched,0,1,no_xlsx_base_match
